UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
3012,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,,No,No,No,,,Private,,,,Yes,No,Yes,Yes,Science,,,,No,,,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,,,P.M.,,Start,Yes,,,Yes,No,Yes,No,Yes,TMI,,,,,,Yes,Yes,No,Yes,,Yes,,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,78
3015,1970,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,,,,,No,No,Public,No,Yes,No,No,No,,Yes,,Try first,,Yes,,Yes,Giving,Yes,No,,,No,,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,,Yes,No,Me,Yes,No,Yes,No,No,,,,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,No,No,Yay people!,Yes,,Yes,,,No,Yes,Yes,,No,Yes,,Own,Optimist,Mom,,No,,Yes,,,,No,Yes,Yes,Yes,Yes,,Yes,Yes,75
3019,1982,Female,"over $150,000",Married (no kids),Bachelor's Degree,Democrat,0,,No,No,Yes,,Yes,Public,,Yes,No,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,No,,,Standard hours,,Happy,Yes,Yes,Yes,,P.M.,Yes,,,,,,Yes,Yes,Yes,,,,,Tunes,Technology,,,,,,,No,,No,Cautious,,,No,,,,No,No,,Yes,Grrr people,Yes,Yes,No,,Yes,No,No,No,,No,No,No,Own,,Mom,No,Yes,Yes,,,,No,No,Yes,,No,Yes,,,,56
3020,1979,Male,,Married (w/kids),Doctoral Degree,Republican,1,No,No,No,,Yes,Yes,Public,No,Yes,No,Yes,No,,Yes,Science,,No,Yes,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Talk,People,No,No,Yes,Yes,Yes,Demanding,No,PC,,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,96
3021,1999,Male,,Single (no kids),Current K-12,Republican,1,Yes,No,No,No,Yes,No,Private,Yes,No,Yes,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,No,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,No,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,Optimist,Dad,No,No,No,No,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,100
3022,1947,Male,"over $150,000",Married (w/kids),,Republican,1,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,No,Yes,Mysterious,Yes,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,101
3023,1950,Male,"$75,000 - $100,000",Married (no kids),,Independent,1,,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Receiving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check!,Yes,No,No,Yes,Yes,Yes,,,,,28
3024,1970,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,No,Start,Yes,Yes,Me,Yes,Yes,No,No,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,101
3025,1960,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,1,,,,,Yes,No,Public,,No,No,No,No,No,Yes,Art,Study first,,,,,Giving,Yes,,,,,,,,,,,Yes,No,A.M.,Yes,End,No,Yes,Me,,,,,,,,,,,,Yes,Yes,,Yes,Supportive,No,PC,,,,,,,,,,,Yes,,Grrr people,Yes,,,Yes,No,Yes,No,No,,Yes,Yes,No,Own,,,Yes,,,,,,,,,,,,,,,40
3028,1981,Female,,Married (w/kids),Doctoral Degree,,1,No,Yes,No,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Own,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
3029,1997,Female,"over $150,000",Single (no kids),Current K-12,Democrat,0,No,Yes,No,No,No,Yes,Public,No,No,Yes,,No,Yes,Yes,Science,,No,No,No,No,Receiving,,Yes,,No,Yes,Cool headed,,Yes,Right,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,No,,Yes,,,,,,,,,,,,,,,,,,No,No,,No,No,,Pessimist,Mom,No,No,Yes,,,,No,No,,,No,Yes,No,No,,46
3030,1983,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,0,,,,,,,,,,,,,,,,,,,,,,,,Pragmatist,No,Yes,,,,,,,,,,No,Start,Yes,Yes,Me,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grrr people,,,,,,,No,,Yes,Yes,No,No,Rent,,,,,,,,,,,Yes,,,Yes,No,No,,20
3033,1996,Female,"$50,000 - $74,999",Married (w/kids),,Republican,0,,,,,,,,,,,Yes,Yes,Yes,Yes,,,No,Yes,No,Yes,Receiving,No,Yes,,No,Yes,Cool headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,,Start,,,,,,,No,,,,,Tunes,Technology,Yes,Yes,No,No,Yes,Demanding,Yes,PC,Yes,,,,No,,,In-person,No,No,Yes,,,,No,Yes,,Yes,Yes,Yes,Yes,,,,,Own,Optimist,,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,,,Yes,No,Yes,,60
3034,1953,Male,"$50,000 - $74,999",Single (no kids),,Independent,0,,,,,,,,,,,,,,,,,,,,,,,No,,,,Cool headed,,Yes,,No,,,,P.M.,,,,Yes,,,,,,,,,,,,,,,,No,Demanding,No,Mac,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,,,,,,,,,,,,,,Yes,No,Yes,No,No,,20
3036,1969,Male,"over $150,000",Married (no kids),Current Undergraduate,Democrat,0,,,,,,,,,,,Yes,Yes,No,Yes,Science,,Yes,,,,,,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,No,,,,,,,,,,,,,,,,Yes,,No,No,Yes,No,No,Own,,,,,,,,Yes,No,No,Yes,,,,,,,24
3037,1984,Female,"$100,001 - $150,000",Married (no kids),Doctoral Degree,Republican,1,No,No,No,Yes,No,No,Public,Yes,Yes,No,No,No,Yes,,Science,Try first,Yes,Yes,Yes,No,Giving,,,,,,Hot headed,Standard hours,No,Happy,Yes,No,Yes,Yes,A.M.,,,,,Circumstances,,Yes,No,No,No,TMI,Yes,Yes,Talk,Technology,Yes,Yes,,,Yes,Demanding,No,Mac,,Cautious,No,Yes!,,Space,Yes,,,No,Yes,No,Grrr people,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Own,,,,,,,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,78
3038,1976,Female,"$100,001 - $150,000",Single (w/kids),Associate's Degree,Democrat,1,,,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,No,No,Yes,Science,Try first,Yes,Yes,No,No,Receiving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,No,Me,Yes,No,No,Yes,Yes,TMI,No,Yes,Tunes,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,99
3039,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Independent,1,,Yes,No,,No,Yes,Public,No,Yes,No,,,No,,,Study first,No,Yes,,Yes,Giving,Yes,,,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,No,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,,,No,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Yay people!,No,No,No,No,No,Yes,No,,,No,No,No,Rent,Pessimist,,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,,,,No,84
3040,1972,Male,"over $150,000",Married (no kids),Doctoral Degree,Republican,1,,,,,Yes,Yes,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,Yes,Yes,Talk,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,,,,,,,,,,,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,,,,,,,,,,No,Yes,No,No,No,77
3042,1988,Female,"$25,001 - $50,000",Single (no kids),,Independent,1,,,,,No,No,Public,Yes,,,,Yes,,,,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,,No,Yes,,,,,,No,Yes,Yes,P.M.,,Start,,,Circumstances,,No,No,,Yes,,Yes,No,Tunes,People,,Yes,Yes,No,,Demanding,No,PC,Yes,,,,,,No,,,No,Yes,,,Yes,No,No,,Yes,Yes,No,Yes,Yes,,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,,,Yes,,,,,,Only-child,Yes,Yes,,58
3043,1980,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,Democrat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,Yes,TMI,No,,,,,Yes,Yes,No,No,Demanding,No,PC,Yes,,,,,,No,Online,No,,,Yes,Yay people!,No,No,No,Yes,,,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,Yes,Yes,Yes,,,,,,,,,,,,,34
3044,1996,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,1,,,,,No,Yes,Private,No,Yes,No,No,No,Yes,Yes,Art,Study first,No,No,Yes,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,Mac,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,No,No,No,Yes,No,No,Yes,Yes,No,Yes,97
3047,1979,Male,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Democrat,1,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,No,Start,Yes,Yes,Me,Yes,Yes,No,No,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,No,Grrr people,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
3048,1992,Female,"$100,001 - $150,000",Single (no kids),High School Diploma,Democrat,1,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Art,Try first,No,Yes,,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Own,Pessimist,Mom,No,No,Yes,,Check!,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,98
3049,1965,Male,"$75,000 - $100,000",Married (w/kids),,Independent,0,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,,Yes,Yes,Receiving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,,P.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,No,TMI,No,Yes,Talk,Technology,No,No,Yes,Yes,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,,,No,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90
3052,1986,Male,"$25,001 - $50,000",Domestic Partners (w/kids),Bachelor's Degree,Libertarian,1,No,No,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
3054,1985,Male,"$25,001 - $50,000",Domestic Partners (no kids),Bachelor's Degree,Democrat,1,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,,,,,,,Yes,No,Giving,,,,,,,,,,,,No,No,P.M.,,Start,,,Circumstances,,,,Yes,,,,,Talk,Technology,No,No,No,No,Yes,Demanding,No,Mac,Yes,Cautious,,Umm...,No,Space,No,,,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,71
3056,NA,Female,,Single (no kids),Bachelor's Degree,Democrat,1,,,,,,,,,,,Yes,No,Yes,Yes,Science,Study first,,Yes,Yes,,,No,Yes,Pragmatist,Yes,No,,,,,,,,,,Yes,End,Yes,Yes,,No,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,,,,,,,,Yes,Risk-friendly,No,,No,,,Online,No,Yes,,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,64
3058,1948,Female,"$75,000 - $100,000",Married (w/kids),,,0,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,Yes,Yes,No,Yes,TMI,Yes,No,Talk,Technology,No,Yes,No,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Mom,No,Yes,No,No,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,101
3059,1991,Female,,Single (no kids),Bachelor's Degree,Democrat,1,,Yes,No,No,No,Yes,Public,,Yes,No,,,,,,,,,Yes,,,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,,Yes,,Yes,Start,Yes,No,Circumstances,Yes,,No,Yes,Yes,Mysterious,No,,,,No,No,Yes,No,No,,,Mac,,Cautious,Yes,Yes!,No,,,,,No,,,,,,,,No,Yes,Yes,No,,,,,,Optimist,,No,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,No,No,57
3063,1981,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,1,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,Yes,,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,TMI,Yes,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Own,Pessimist,Mom,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,100
3069,1970,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,0,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,,Yes,No,Me,No,Yes,Yes,No,No,,No,No,,,,,,Yes,Yes,,,,No,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,No,Nope,Yes,No,No,No,,,,,No,Yes,87
3071,1969,Male,"$25,001 - $50,000",Single (w/kids),,Democrat,1,,,,,No,Yes,Public,No,Yes,No,,,Yes,Yes,Science,Try first,No,No,,Yes,Giving,No,,,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Risk-friendly,No,Yes!,,Socialize,Yes,Online,Yes,No,Yes,No,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,40
3073,1991,Male,"under $25,000",Single (no kids),Master's Degree,Independent,1,,,,,,,,,,,,,Yes,,Science,Study first,Yes,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Rent,Optimist,Dad,Yes,No,No,Yes,Check!,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,88
3074,1958,Female,"$100,001 - $150,000",Married (w/kids),,Republican,1,No,Yes,No,Yes,,,Public,Yes,Yes,No,No,No,Yes,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,No,No,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,,,,,,,,,,,,,,No,86
3075,1992,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Mysterious,Yes,Yes,,,,,,,,,,Mac,,,,,,,,,,,,Yes,Grrr people,No,No,Yes,Yes,Yes,No,,,,,,Yes,Rent,Pessimist,,No,Yes,Yes,No,Check!,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,,30
3077,NA,Male,,,,Republican,1,,,,No,,,,,,,No,,,,,,,,Yes,,,,,,,,Cool headed,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Supportive,No,Mac,,,,,,,,,,,Yes,,,,No,No,,,No,,,,,,,,Optimist,,,No,No,Yes,,,,,,Yes,No,,,Yes,,22
3078,1997,Male,"over $150,000",Single (no kids),Current K-12,Republican,0,Yes,,No,,Yes,Yes,Public,No,No,No,Yes,,Yes,Yes,Science,,,,No,Yes,,,,Pragmatist,No,Yes,,,,Happy,,,,No,,Yes,,,,Me,,No,No,,,,No,,Tunes,,Yes,Yes,Yes,,No,,No,,No,Cautious,Yes,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,,,No,Yes,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,No,,Yes,,,,,,No,,,Yes,No,,,61
3079,1948,Female,"$100,001 - $150,000",Single (no kids),,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,Yes,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,,,,,,,,,,,,,,,,Yes,Check!,Yes,No,No,Yes,Yes,,,,,No,24
3080,1978,Male,"over $150,000",Married (no kids),Master's Degree,Other,1,,Yes,No,Yes,,Yes,Public,,,,Yes,No,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,No,,,No,,,Yes,,Yes,,,No,,Tunes,,,,,No,,Supportive,,Mac,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,22
3083,1981,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,0,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Study first,No,No,No,Yes,Giving,No,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Yay people!,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,No,Yes,Yes,Only-child,Yes,Yes,Yes,101
3084,1982,Male,,Married (no kids),,Republican,1,,,,,No,Yes,Public,No,,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,No,Yes,,TMI,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,PC,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,,,,,,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,76
3085,1994,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,0,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,No,Yes,Giving,No,No,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,Yes,Rent,Optimist,Mom,Yes,No,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,No,Yes,No,99
3089,1972,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,0,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,,,,,,,,41
